More;k-Nearest-Neighbors [EN];Stanislaw Kin
More;Knapsack Problem (recursive);Alexander Appel, Seynab Mohammadkia
More;KNearestNeighbor;Hermann Berket
More;Konvertierung von Infixnotation zu LR-Postorder Darstellung;Jannis Weil, Hendrik Wuerz
More;Kuhn-Munkres Algorithm;Nicolas Morew, Melissa Mendoza
More;Lamport's Bakery Algorithm [DE];Jonathan Speth
More;Lamport's Bakery Algorithm [EN];Jonathan Speth
More;Lee [EN];Christian Hollubetz
More;Levenshtein;Arvid Lange, Marco Torsello
More;Library Sort;Jan Rathjens
More;Longest common subsequence;Chahine Abid, Najib Hfaiedh
More;Longest Common Substring;Pablo Hoch
More;LOOK;Jana Vatter, Rene Hammann
More;LOOK;Jana Vatter, Rene Hammann
More;LRU Seitenersetzung im RAM;Thomas Schmeiduch
More;Maekawa;Marco Torsello, Arvid Lange
More;Min-Max Normalization;Christopher Benz, Dennis Kuhn
More;Model Checking CTL;Timm Welz
More;MODI-Method;Daniel Burgmann, Matthias Horn, Torben Stoffer
More;MoodleConnect Presentation;Simon Sprankel
More;Most frequently Used Page Replacement Algorithm;Paul Vincent Dawadi
More;Multi-Level Queue;Andre Challier <andre.challier@stud.tu-darmstadt.de>, Christian Richter <chrisrichter145@gmail.com>
More;Multi-Level Queue;Andre Challier <andre.challier@stud.tu-darmstadt.de>, Christian Richter <chrisrichter145@gmail.com>
More;Naive Bayes Classifier (for nominal attribute values) ;J. H. Mieseler, T. G. Petry 
More;Nearest Centroid Classifier;Theo Kischka
More;Needleman-Wunsch;Rene Schubert, Andre Schubert
More;OAuth 2.0;Nils Mäser and Vincent Riesop
More;OPTICS - Ordering Points To Identify the Clustering Structure;Max Zeller, Florian Brams
More;Optimale Klammerung von Matrix-Kettenmultiplikation, gelöst durch dynamische Programmierung;Igor Braun, Vladimir Bolgov
More;Peterson's Algorithm [DE];Jonathan Speth
More;Peterson's Algorithm [EN];Jonathan Speth
More;Policy Iteration;Malte Viering
More;Ramer-Douglas-Peucker;Viktor Kolokolov
More;RelieF;Dominik Rödszus, Stanislaw Kin
More;RelieF;Dominik Rödszus, Stanislaw Kin
More;RISE - Rule Indiuction from a Set of Exemplars;Dominik Rödszus, Stanislaw Kin
More;RISE - Rule Indiuction from a Set of Exemplars;Dominik Rödszus, Stanislaw Kin
More;Roulette Wheel Selection;Lukas Weber, Idris Nematpur
More;Round Robin Scheduling;Anja Kirchhöfer, Ben Kohr
More;Round Robin Scheduling;Anja Kirchhöfer, Ben Kohr
More;Round-Robin-Scheduling;Anja Kirchhöfer, Ben Kohr
More;Round-Robin-Scheduling;Anja Kirchhöfer, Ben Kohr
More;Rucksackproblem per Dynamischer Programmierung;Erich Wittenbeck
More;SaintLague;Dominik Rieder, Nicolas Schickert
More;Scheduling;Denis Neumann
More;Scheduling;Denis Neumann
More;Schleifenparallelisierung;Tobias Raffel
More;Schnittmengenautomat zweier DFA;Nadja Geisler,Jan Fischer
More;Schulze Method;David Kalnischkies
More;Separate-and-Conquer [DE];Stanislaw Kin
More;Separate-and-Conquer [EN];Stanislaw Kin
More;Separating Axis Theorem;Bekir �zkara
More;Shunting-yard algorithm;Janine Hölscher, Johannes Wagener
More;Simple Elevator;David Langsam und Max Kaiser
More;Simple Elevator;David Langsam und Max Kaiser
More;Simulationen von Schaltkreisen durch nichtuniforme Turingmaschinen;Giang Nam Nguyen
More;Smith-Waterman: local string alignment;Felix Mannl, Tim Hoffman
More;Sorensen Dice;Imed Ben Ghozi
More;Sorensen Dice;Imed Ben Ghozi
More;SpaltenminimumMethode;Yue Hu, Xinyu Liu
More;Sweep and Prune;Johannes Alef, Rebecca Schieren
More;Sweep and Prune;Johannes Alef, Rebecca Schieren
More;The Decentral Standardization Problem;Daniel Burgmann, Matthias Horn, Torben Stoffer
More;Tournament Selection;Lukas Weber, Idris Nematpur
More;Towers of Hanoi;Amir Naseri, Morteza Emamgholi
More;Value Iteration;Malte Viering
More;Variable Demo;Guido Rößling
More;Vogelsche Approximationsmethode;Petra DÃ¶rsam, Kevin Tappe
More;Wagner-Within-Algorithmus;Najim Azizi, Timm Lampa
More;Wagner-Within-Algorithmus;Najim Azizi, Timm Lampa
More;Windowing;Amir Mesbah
More;Wochentagsberechnung;Marcel Dostal, Ilja Schwarz
More;Zellers congruence;Florian Sunnus, Elvir Sinancevic
More;Zellers Kongruenz;Florian Sunnus, Elvir Sinancevic
More;Zerlegung eines Schemas in BCNF;Lawrence Dean, Waldemar Graf
Network;Ad-hoc On-demand Distance Vector Routing;Sascha Bleidner, Jan David Nose
Network;Ad-hoc On-demand Distance Vector Routing;Sascha Bleidner, Jan David Nose
Network;Basic Network Services;Marc Werner
Network;Basic Network Services;Marc Werner
Network;Berkeley;Sascha Dutschka
Network;Cristian's Algorithm;Martin Müller
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;Graph Algorithms;Marc Werner
Network;IEEE 802.11 RTS/CTS Mechanismus;Alexander Müller
Network;Leaky Bucket;Emil Angelov, Nikolay Dimitrov
Network;Link State Routing;Justin Hopp
Network;Link State Routing;Justin Hopp
Network;Marzullo�s Algorithmus;Lutz Langhorst
Network;Marzullo�s Algorithmus;Lutz Langhorst
Network;Mutex;Martin Möller
Network;Mutex;Martin Möller
Network;Petrinetze;Nadja Geisler,Jan Fischer
Network;Random Early Detection (RED);Felix Gail, Torben Carstens
Network;Random Early Detection (RED);Felix Gail, Torben Carstens
Network;Routing;Marc Werner
Network;Routing;Marc Werner
Network;Routing;Marc Werner
Network;Routing;Marc Werner
Network;Sliding Window Protocol;Florian Hopp
Network;Sliding Window Protocol;Florian Hopp
Network;Tail Drop;Felix Gail, Torben Carstens
Network;Tail Drop;Felix Gail, Torben Carstens
Network;Token Bucket;Emil Angelov , Nikolay Dimitrov
Searching;A* Suche;Oksana Kolach, Michael Drescher
Searching;Alpha-Beta-Suche;Andrej Felde, Thomas Hesse
Searching;Alpha-Beta-Suche;Pascal Weisenburger
Searching;Binäre Suche;Guido Rößling
Searching;Binäre Suche;Guido Rößling
Searching;Binäre Suche;Guido Rößling
Searching;Binäre Suche;Guido Rößling
Searching;Binäre Suche;Guido Rößling
Searching;Binäre Suche;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Binary Search;Guido Rößling
Searching;Bitap;Moritz Zysk
Searching;Boyer-Moore;Torsten Kohlhaas
Searching;Boyer-Moore;Torsten Kohlhaas
Searching;Bullyalgorithm;Bennet Jeutter, Max Mindt
Searching;Election on Rings;Bennet Jeutter, Max Mindt
Searching;Expectiminimax;Simon Bunten,Martin Oehler
Searching;Fagin's Algorithm;Johannes Nachtwey, Dominik Glenz
Searching;Fagin's Algorithm;Johannes Nachtwey, Dominik Glenz
Searching;Fibonacci Suche;Mai Ly Tran
Searching;Horspool;Thu Huong Luu, Benedikt Hiemenz
Searching;Horspool;Torsten Kohlhaas
Searching;Horspool;Torsten Kohlhaas
Searching;Horspool-Raita;Torsten Kohlhaas
Searching;Horspool-Raita;Torsten Kohlhaas
Searching;IDA*;Johannes Simon
Searching;Interpolationssuche;Michael Maur
Searching;Iterative Tiefensuche;Jannik Schildknecht, Sergej Alexeev
Searching;Jump Search;The An Binh Nguyen, Nam Truong Le
Searching;KadanesAlgorithm;Sheip Dargutev
Searching;KMP String Matching Algorithm;Leqiao Peng
Searching;KMP String Matching Algorithm;Thanh Tung Dang, Quoc Hien Dang
Searching;KMP String Matching Algorithm;Torsten Kohlhaas
Searching;Knuth, Morris, Pratt (1977);David Sharma, Björn Pantel
Searching;Knuth, Morris, Pratt (1977);David Sharma, Björn Pantel
Searching;Knuth, Morris, Pratt (1977);Michael Maur
Searching;Knuth, Morris, Pratt (1977);Roger Ponka
Searching;Knuth, Morris, Pratt (1977);Torsten Kohlhaas
Searching;Levenshtein-Distanz;Martin Dingeldey, Thomas Pöpl, Ulf Karrock
Searching;Levenshtein-Distanz;Peter Baumann, Oren Avni
Searching;Linear search;Torsten Kohlhaas
Searching;Lineare Suche;Björn Dasbach
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Guido Rößling
Searching;Lineare Suche;Torsten Kohlhaas
Searching;Local Search;Maximilian Müller, Tobias Neidig
Searching;Local Search;Maximilian Müller, Tobias Neidig
Searching;MinMax;Carina Oberle
Searching;Mutex mit Logical Clocks [DE];Pascal Schardt
Searching;NegaMax Algorithm;Adrian Wagener, Ivelin Ivanov
Searching;NegaMax Algorithmus;Adrian Wagener, Ivelin Ivanov
Searching;Negascout;Janine Höscher, Johannes Wagener
Searching;Pledge-Algorithmus;Oliver Käfer
Searching;Prune and Search;Florian Spitz, Toni Plöchl
Searching;Quickselect;Yadullah Duman
Searching;Rabin-Karp;Thomas Schlosser
Searching;Rabin-Karp;Torsten Kohlhaas
Searching;Rabin-Karp;Torsten Kohlhaas
Searching;Repetition-Matcher;Thomas Schlosser
Searching;Selection Search;Erman Akca, Eugen Mesmer
Searching;Simple String Matching;Kevin Kocon
Searching;Simulated Annealing;Philipp Becker
Searching;Skip Search;Felix Hammacher, Patrick Lerch
Searching;SQL Joins;Adrian Wagener, Ivelin Ivanov
Searching;SQL Joins;Adrian Wagener, Ivelin Ivanov
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;Straight Selection;Guido Rößling
Searching;String-Matching mit endlichen Zustandsautomaten;Jonas Dopf, Taylan Özden
Searching;Sunday;Torsten Kohlhaas
Searching;Sunday;Torsten Kohlhaas
Searching;Threshold Algorithm;Dominik Glenz, Johannes Nachtwey
Searching;Threshold Algorithm;Dominik Glenz, Johannes Nachtwey
Searching;Traveling Salesman Problem per Greedy Best-First Search;Carina Oberle
Searching;Uniform-Cost Search (Cheapest-First Search);Dominik Bollmann, Sogol Mazaheri
Sorting;Adaptiertes 2-Phasen-2-Band Mischen;Andreas Franek
Sorting;Adaptiertes 2-Phasen-2-Band Mischen;Andreas Franek
Sorting;American Flag Sort;Yadullah Duman
Sorting;Bitonic Sort;Tobias Becker
Sorting;Bogobogosort;Julian Klomp,Milan Schmittner
Sorting;Bogosort;Julian Klomp,Milan Schmittner
Sorting;Bubble Sort;Christoph Schüßler, Marcel Frank
Sorting;Bubble Sort;Guido Rößling
Sorting;Bubble Sort;Guido Rößling
Sorting;Bubble Sort;Tanya Harizanova, Dimitar Dimitrov
Sorting;Bucket Sort;Andreas Franek
Sorting;Bucket Sort;Iaad Zabar, Abdulghani Alshadadi
Sorting;Cocktail Sort;Wilhelm 'sOph' Retz
Sorting;CocktailSort;Sascha Dutschka
Sorting;Comb Sort;Daniel Trick, Jonathan Römer, Florian Jung
Sorting;Comb Sort;David Kuhn, Florian Kryst
Sorting;Counting Sort;Can Güler, Tayfun Atik
Sorting;Counting Sort;Jan Stolzenburg
Sorting;Counting Sort;Marius Hornung, Jan Klostermann
Sorting;Counting Sort;Paulin Nguimdoh
Sorting;Cycle Sort;Pablo Hoch
Sorting;DBSCAN;Daniel Dieth, Benedikt Wartusch
Sorting;Flash Sort;Sarah Fischer, Anke Unger
Sorting;Gnome Sort;Anqi Wang
Sorting;Gnome Sort;Georgi Hadshiyski
Sorting;Gnome Sort;Tabea Born, Yasmin Krahofer
Sorting;Gnome Sort;Tijani Ahmedou, Nikola Dyundev, Arif Sami
Sorting;Heap Sort;Daniel Thies, Dominik Ulrich, Jörg Schmalfuß, Atilla Yalzin
Sorting;Heap Sort;Henrik Schröder, Nedislav Nedyalkov, Latinka Pavlova
Sorting;Hierarchical Agglomerative Clustering;Dennis Werner, Hamed Samadzai
Sorting;Hybridsort;Steffen Frank Schmidt
Sorting;Insertion Sort;Guido Rößling
Sorting;Insertion Sort;Guido Rößling
Sorting;Insertion Sort;Guido Rößling
Sorting;Insertion Sort;Guido Rößling
Sorting;Insertion Sort;Guido Rößling
Sorting;JITTER;Patrick Weber
Sorting;Johnson [DE];Simone Baier
Sorting;K-Means;Thomas Hartmann, Wail Shakir
Sorting;Local Outlier Factor;Andre Challier, Christian Richter
Sorting;Local Outlier Factor;Andre Challier, Christian Richter
Sorting;Merge Sort;Krasimir Markov
Sorting;Merge Sort;Krasimir Markov
Sorting;Merge Sort;Krasimir Markov
Sorting;Merge Sort;Krasimir Markov
Sorting;Merge Sort;Patrick Hörmann, Jonas Kellert
Sorting;Merge Sort;Theo Kischka
Sorting;Odd-Even-Sort;Hlib Levitin
Sorting;Odd-Even-Sort;Tsvetoslava Vateva
Sorting;Pancake Sort;Marius Hornung, Jan Klostermann
Sorting;Partitioning;Bekir �zkara
Sorting;Partitioning;Bekir �zkara
Sorting;Pigeonhole sort;Tomasz Gasiorowski
Sorting;Proxmap-Sort;Kamil Erhard, Dirk Kröhan
Sorting;Quicksort;Christoph Schüßler, Marcel Frank
Sorting;Quicksort;Georgi Hadshiyski
Sorting;Quicksort;Krasimir Markov
Sorting;Quicksort;Krasimir Markov
Sorting;Quicksort;Krasimir Markov
Sorting;Quicksort;Krasimir Markov
Sorting;Quicksort;Krasimir Markov
Sorting;Radix-Sort;Dmitrij Burlak, Christian Glaser
Sorting;Ripplesort;Erman Akca, Eugen Mesmer
Sorting;SampleSort;Laura Hofmann
Sorting;Selection Sort;Iliya Gurov, Vladislava Arabadzhieva
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Selection Sort;Krasimir Markov
Sorting;Shaker Sort;Amir Naseri, Morteza Emamgholi
Sorting;Shaker Sort;Daniel Trick, Jonathan Römer, Florian Jung
Sorting;Shaker Sort;David Kuhn, Florian Kryst
Sorting;Shaker Sort;Emal Rahman
Sorting;Shaker Sort;Fehmi Belhadj
Sorting;Shaker Sort;Florian Jakob
Sorting;Shaker Sort;Muhammed Arour, Katja Tenenbaum
Sorting;Shaker Sort;Oksana Kolach, Michael Drescher
Sorting;Shaker Sort;Paulin Nguimdoh
Sorting;Shaker Sort;Paulin Nguimdoh
Sorting;Shaker Sort;Qi ZHANG
Sorting;Shaker Sort;Sami Graja, Hasan Tercan
Sorting;Shaker Sort;Sami Graja, Hasan Tercan
Sorting;Shaker Sort;Tarik Tahiri, Philipp Sowinski
Sorting;Shaker Sort;Tsvetoslava Vateva
Sorting;Shell Sort;Krasimir Markov
Sorting;Shell Sort;Krasimir Markov
Sorting;Shell Sort;Krasimir Markov
Sorting;Shell Sort;Krasimir Markov
Sorting;Simple Sort;Alper Özdemir, Bilal Balci, Gökhan Simsek
Sorting;Simple Sort;Jerome Möckel, Stefan Schmitz
Sorting;Sleepsort;Michael Piepel
Sorting;Sleepsort;Michael Piepel
Sorting;Slowsort;Philipp Sowinski, Tarik Tahiri
Sorting;Smooth Sort;Marko Dehmel, Dominik Hintersdorf
Sorting;Sortierung mit Binärbaum;Jan H. Post, Tim Grube
Sorting;Spaghetti Sort [DE];Pascal Schardt
Sorting;Stooge Sort;Clemens Bergmann
Sorting;Stooge Sort;Dimitar Goshev
Sorting;Stooge Sort;Hlib Levitin
Sorting;Stooge Sort;Vyacheslav Polonskyy
Sorting;Strand Sort;Iliya Gurov, Vladislava Arabadzhieva
Sorting;Strand Sort;Michael Scharf
Sorting;Swap Sort;Dmytro Vronskyi
Sorting;Swap Sort;Enkh-Amgalan Ganbaatar, Martin Tjokrodiredjo
Sorting;Swap Sort;Galin Bobev, Misagh Zayyeni
Sorting;TimSort;Jessey Widhalm, Kevin Trometer
Sorting;TopSort;Markus Ermuth, Alex Krause
Sorting;Tournament Sort;ZHANG Qi
Sorting;TreeSort;Patrick Weber
Tree;Aufbau eines Leonardo Heaps;Marko Dehmel, Dominik Hintersdorf
Tree;AVL-Baum;Ioannis Tsigaridas
Tree;B-Baum;Kristoffer Braun, Philipp Rack
Tree;B-Baum;Kristoffer Braun, Philipp Rack
Tree;B-Baum Suche;Fritz Beutel, Maxim Kuznetsov
Tree;Binärer Suchbaum;Ioannis Tsigaridas
Tree;Binärer Suchbaum;Sebastian Leipe
Tree;Binärer Suchbaum;Sebastian Leipe
Tree;BSTreeTraverse;Farouk Houami,El bouabidi Fethi,Pascal Weisenburger
Tree;BTree Search;Fritz Beutel, Maxim Kuznetsov
Tree;Heap;Michael Sandforth
Tree;Heap;Michael Sandforth
Tree;Heap Sort;Ioannis Tsigaridas
Tree;ID3;Anja Kirchhöfer, Ben Kohr
Tree;ID3;Anja Kirchhöfer, Ben Kohr
Tree;ID3;Anja Kirchhöfer, Ben Kohr
Tree;ID3;Anja Kirchhöfer, Ben Kohr
Tree;IgnallSchrage;Alexander Pass
Tree;KD-Tree;David Steiner, Jens Krüger
Tree;KD-Tree;David Steiner, Jens Krüger
Tree;Knuth Algorithm;Mohit Makhija, Eric Brüggemann
Tree;OS-RANK;Florian Breitfelder, Patrick Jattke
Tree;OS-SELECT;Florian Breitfelder, Patrick Jattke
Tree;Prüfer Code;Edgardo Palza & Teh-Hai Julian Zheng
Tree;Quadtree;Alex Krause, Markus Ermuth
Tree;R-Tree Quadratic Node Spliting;Dimitar Goshev
Tree;Red-Black Trees - Delete;Maciej Aleksander Mokwinski + Julian Harbarth
Tree;Red-Black Trees - Insert;Maciej Aleksander Mokwinski + Julian Harbarth
Tree;Rot-Schwarzbäume - Einfügen;Maciej Aleksander Mokwinski + Julian Harbarth
Tree;Rot-Schwarzbäume - Löschen;Maciej Aleksander Mokwinski + Julian Harbarth
Tree;Tournament Sort;Ioannis Tsigaridas
Tree;Trie : Insert;Jan-Henrik Kriechel
Tree;Trie : Search;Jan-Henrik Kriechel
Typ;Name;Autor(en)
